,input,output
3082,['Action'],Summary: Shiva decides to give his criminal life and marry a dancer Seema.But his past still haunts him forcing him to take back the criminal life.
3083,['Romance'],Summary: Shyama is an orphaned young woman who lives with her aunt  uncle and several cousins  two of who are girls of marriageable age. Her passion is dancing  which is frowned upon by her uncle ...                    
3084,"['Action', 'Crime', 'Drama']",Summary: A cabaret dancer and singer  Sheela (Zeenat Aman) has two admirers: a small-time thief Rajesh (Feroz Khan)  and a young  eligible widower  Amar (Vinod Khanna). Both are best friends and ...                    
3085,"['Crime', 'Horror', 'Mystery']",Summary: Dr. Vijay is a psychiatrist and is in love with a beautiful young woman named Asha. He is stunned when another doctor refers Asha to him  as Asha has been having hallucinations and ...                    
3086,"['Action', 'Comedy', 'Crime']",Summary: Ram and Balram are 2 young boys who live with their loving parents. Their scheming uncle  Jagatpal  however kills the boy's father and mother. Jagatpal lies to the boys that their parents ...                    
3087,"['Crime', 'Romance', 'Thriller']",Summary: Anand lives a wealthy lifestyle in Bombay in a palatial house  and runs a business 'Export India'. While shopping at Roopsagar Clothing Store  he meets one of the Sales Clerks'  Sharda  and...                    
3088,['Thriller'],Summary: Dharamdas is killed by Dhanraj and his man later one by one Dharamdas killers are killed but it puts question to everyone as whose behind all this killings?
3089,"['Drama', 'Family']",Summary: Dhaniya and Kundan are childhood sweethearts  and hope to marry once they have attained maturity. Dhaniya would like to have some money in her possession before she marries  so they decide ...                    
3090,"['Drama', 'Romance']",Summary: Anirudh Parmar is blind  but he does not let this impairment bind him down. He runs a school for the blind as a Principal. He meets with social worker  Kavita. Kavita is attracted to him  ...                    
3091,"['Action', 'Adventure', 'Crime']",Summary: Two brothers go after the international mafia kingpin who murdered their cop brother. They are later joined by another man who wants revenge against the gangster.
3092,['Drama'],Summary: Widowed Bhavanidevi rules her palatial home with an iron hand. Nothing is permitted to be touched or moved without her permission and approval. She has two sons  and one daughter. She dotes...                    
3093,"['Action', 'Thriller']",Summary: A dedicated railway employee's plan to introduce an express train result in sabotage.
3094,['Drama'],Summary: A wicked stepmother and her brother attempt to kill her stepson  only he survives  and years laterm re-enters their lives; And on the other hand  a smuggler assumes the identity of a honest...                    
3095,"['Crime', 'Thriller']",Summary: Rajesh is a small time crook   He changes his name to Rakesh for other crimes. Reetesh lookalike of Rakesh has to face the law.
3096,['Drama'],Summary: A dramatized account of the Naxalite movement  focusing on the average Indians who join the movement from various walks of life and from various regions  backgrounds  faiths  etc.
3097,['Drama'],Summary: Arvind Kumar Choudhary is widowed  respectable and wealthy businessman  who lives with his only son  Arun  in a palatial house. He re-marries another woman  Sujata  who is a widow  with two...                    
3098,['Drama'],Summary: Siblings get separated in childhood. After years they faced each other as rivals.
3099,"['Action', 'Drama']",Summary: Shankar and Birju grew up on the footpath together like orphans. They knew only the principle of friendship. They both met Pammi   who was in the clutches of a ruthless man  called Jumbo. ...                    
3100,"['Action', 'Thriller']",Summary: The evil Zamindar of a small village has his lustful eyes on the beautiful wife of Jagga  a labourer  who also has a small son. He has her brought in by one of his men  and has her raped ...                    
3101,['Action'],Summary: Mr. Rai is a wealthy businessman in Jammu  India  and lives in a palatial house with his wife  Shobha  a wheelchair-bound daughter  Ashu  a grown son  Rakesh  and a school-going son  Raju. ...                    
3102,"['Action', 'Drama']",Summary: Ahimsa in Sanskrit means non-violence. A chance encounter between two widows who lost their husbands and sons to violence sets the story going. Birju (Sunil Dutt) has received the highest ...                    
3103,"['Drama', 'Romance']",Summary: Sudarshan Sahni would like his son  Raju  to marry his Europe-based friend's daughter  Rita  but Raju is in love with Anu  and both plan to marry each other. Anu's dad  Pradeep Rai Choudhry...                    
3104,"['Drama', 'Romance']",Summary: Raja was adopted by a criminal don (Ashok Kumar) at a very young age. After the death of the don  Raja inherits the property  and refrains from crime. However  the wealth and the power ...                    
3105,['Horror'],Summary: Raj lives a wealthy lifestyle and is in love with his college sweetheart Kamal he is seduced by and elderly woman Mona who comes to work in his house as a teacher Mona is soon found dead in Raj's bedroom and her spirit starts to haunt him
3106,"['Action', 'Thriller']",Summary: Add a Plot »
3107,"['Comedy', 'Romance']",Summary: Tony and Nancy daily board 9:10 Bandra to Churchgate local.Nancy is accompanied by her uncle Tom who develops friendship with Tony and introduces both of them.Nancy's mother Rosie wants her...                    
3108,['Horror'],Summary: People of Mangalpur die in a bizarre pattern. Inspector Vijay is appointed to reveal the truth behind the mystery.
3109,"['Action', 'Comedy', 'Drama']",Summary: Add a Plot »
3110,"['Drama', 'Family']",Summary: Jamuna lives a poor lifestyle in Gangapur with her widowed step-mother. She is of marriageable age  but instead of getting her married  she is sold to her maternal uncle  Mukand Bihari  who...                    
3111,"['Action', 'Drama', 'Family']",Summary: After wealthy Dharamdas marries Tara  they are blessed with a son  Moti  but his business suffers. His assistant Bihari convinces him that his wife is responsible for his bad luck  and as a...                    
3112,['Drama'],Summary: After the passing away of his wife  Sudha  widower Rajat Sharma looks after their only child  Munna  as well as his younger college-going brother  Kundan. He works as a Customs Officer at ...                    
3113,"['Comedy', 'Crime', 'Drama']",Summary: Two petty thieves decide to rob a house that kidnappers had decided to kidnap a child from  what results is chaos  as the child ends up with the petty thieves  and both the thieves & the ...                    
3114,"['Action', 'Adventure', 'Drama']",Summary: Seeking the treasure located in Solomon's Mines in the heart of Africa  Zorro (Amjad Khan) abducts and holds Sunita's (Rekha) father as ransom  and forces her to journey to Africa  to find ...                    
3115,"['Drama', 'Family']",Summary: A story of an ambitious working couple's marital discord and the impact on their child.
3116,"['Action', 'Thriller']",Summary: A student in a prestigious college  Vishal Khanna believes he lives a wealthy lifestyle along with his businessman brother  Karan. Vishal meets with and falls in love with Neeta  the only ...                    
3117,"['Action', 'Crime', 'Drama']",Summary: Impressed with the dedication shown by Police Inspector Gautam  the Commissioner of Police assigns him to police a lawless town  which is over-run by criminals  and where no police officer ...                    
3118,"['Adventure', 'Drama', 'Fantasy']",Summary: Kamaruddin  the commander of the armed forces of Baghdad  has designs on princess Roshni  the heiress to the kingdom  as her husband will rule the land after the Caliph's death. Roshni  ...                    
3119,"['Comedy', 'Romance']",Summary: A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.
3120,['Fantasy'],Summary: Mathura is ruled by Kansa who claimed the throne by killing off seven of his nephews. The eighth child was whisked away to safety and grows up to become Lord Krishna.
3121,"['Action', 'Crime', 'Romance']",Summary: Jai (Amitabh Bachchan) is an expert gambler  and has been so as long as he can remember  and has never lost a game. These skills bring him to the attention of the underworld don Saxena (...                    
3122,['Drama'],Summary: Amar and Mansi meet through their respective families and have an arranged marriage. Amar  a book-keeper  is very thrifty  intends to save money so that they can buy their very own flat  ...                    
3123,['Family'],Summary: Widower Jairaj Verma lives with his four sons in a small apartment. Three of his sons are in their teens  while his youngest son is around 12 years. On the other hand there is Maya Sinha  a...                    
3124,"['Adventure', 'Drama', 'Fantasy']",Summary: Distraught after the death of his wife Sati  Shiva isolates himself and becomes immersed in deep meditation. Prompted by the evil Paap (sin) to capitalize on the opportunity  the demon ...                    
3125,['Action'],Summary: Neelam is an independent young woman  who is skilled with self-defense  and lives with her guardian  who is also the trustee of Lord Krishna Temple. Although her guardian  with his ...                    
3126,['Drama'],Summary: Recently widowed Thakur Vikram Singh left India the same time the British did along with his son  Anand  for England. Years later  Anand has grown up to be a doctor and travels to Bombay  ...                    
3127,"['Drama', 'Family', 'Romance']",Summary: Kuku Rai belongs to a wealthy family  and lives with her businessman dad and housewife mom. Since she is of marriageable age  her parents want her to get married to a young man named Ajit  ...                    
3128,"['Action', 'Horror', 'Mystery']",Summary: A remote mountainous region is terrorized by a legendary monster that regularly abducts newlywed brides and kills them.
3129,"['Crime', 'Drama', 'Romance']",Summary: Janta  a beautiful naive simple minded young man who wants to join the police force in the following of both his grandfather and his father after getting refused then accepted him with the ...                    
3130,['Drama'],Summary: Add a Plot »
3131,"['Comedy', 'Drama', 'Romance']",Summary: The Rai family consists of four: father  mother  Shanti  and two sons  Ajay and Vijay. While traveling on a ship  they run into a severe storm  which leads to the ship capsizing  and the ...                    
3132,"['Drama', 'Family']",Summary: Inder  a contractor who believes in the power of money  places a bet with his friend Prakash to woo Rama  a simple girl. Rama is charmed by Inder but an event forces her to leave the city.
3133,"['Action', 'Drama', 'History']",Summary: Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.
3134,"['Action', 'Drama']",Summary: Vijay Kumar  a forest officer returns to the forest where his dad met an untimely end. Will his secret plan to snare poachers succeed? Sandalwood  ivory animal hides and raw power is at the nexus of money and corruption.
3135,"['Drama', 'Romance']",Summary: The Srivastav family consists of Gaurishankar  his wife  Savitri  two sons  Vikas and Ravi  who lead a poor lifestyle in a village in India. When the sons grow up  Vikas gets married to ...                    
3136,"['Action', 'Drama']",Summary: Inspector Raj Singh's father was killed by Shankar and his men for gold. Years later he locates them but also finds that he has a step brother Suraj who works for Shankar now known as Devi Dayal.
3137,"['Action', 'Comedy', 'Drama']",Summary: Amar lives a poor lifestyle along with his widowed mom in a village  and has a sweetheart in Savitri. He is a trouble-maker and makes life difficult for the Panchayat Chair  Kalicharan  who...                    
3138,['Drama'],Summary: Parvati lives in a palatial house with her wealthy father  mom-Laxmi  brother-Pratap  and sister-Kamini. She has a sister  Savitri  who is married to a very wealthy man. Parvati meets with ...                    
3139,['Action'],Summary: Add a Plot »
3140,"['Drama', 'Family', 'Romance']",Summary: Ajay Chandra  a hard working and ambitious young man  who dreams of bigger things than a small job. He has dreams of starting his own business. One day he meets Aruna at a friends wedding ...                    
3141,"['Drama', 'History']",Summary: Circa Mughal rule in India  the Rajputs get together to discuss the ouster of Badshah Akbar  who is now the Emperor of Hindustan (India). Prominent amongst the Rajputs are Virendev Rathod  ...                    
3142,"['Comedy', 'Drama']",Summary: Bhagawant Kumar Bhartendu  Professor in a reputed college is financially well placed & happily married to beautiful Priya. He has a deep-rooted fear that he is suffering from some chronic ...                    
3143,"['Action', 'Comedy', 'Romance']",Summary: Natwar is just a young boy when his beloved older brother and caretaker  police officer Gridharilal (Ajit)  is framed for bribery by sinister criminal mastermind Vikram (Amjad Khan). When ...                    
3144,"['Action', 'Adventure', 'Drama']",Summary: Sheru (Shatrughan Sinha) and Vicky (Sunil Dutt) are two gangleaders. After a series of complications and mishaps both realize that they will be better off being friends and helping the poor...                    
3145,"['Adventure', 'Drama', 'Thriller']",Summary: Gauri lives a wealthy lifestyle along with her widowed father Thakur Jagatpal Singh. One day after returning from worshiping Bhagwan Shri Shivji  her father accidentally kills a magical ...                    
3146,"['Comedy', 'Drama']",Summary: Widower Amar is well-off financially  and lives in a house with his daughter  and servant Dayal. His sister and brother-in-law want him to marry again  so that his daughter can have the ...                    
3147,"['Drama', 'Family', 'Romance']",Summary: NOORIE tells a simple and touching story of Noorie and Yusuf's fearless love and dream at all cost.
3148,"['Adventure', 'Drama', 'Romance']",Summary: Adivasi Mahua lives a poor lifestyle in a fishing village along with her widowed dad. One day the local Poojary comes across a seemingly menacing looking male  feeds him  and asks Mahua's ...                    
3149,"['Drama', 'Family']",Summary: Interfering friends and family take their toll on a happily married Indian couple.
3150,"['Drama', 'Family']",Summary: After having completed his masters with honors  multi-millionaire Shekhar Verma decides to travel to Rambagh  Poona  to work incognito in his dad's friend's  Shankar Saxena's office. He ...                    
3151,"['Drama', 'Family']",Summary: A strong emotional story of a woman full of self-respect yet longing for her husband.
3152,"['Drama', 'Family']",Summary: Manoharlal Agarwal is a wealthy businessman and lives with his family consisting of three sons: Pratap  Dilip & Babu  two daughters Nirmala & Munni; his wife  Sharda; & Pratap's wife; He ...                    
3153,"['Action', 'Comedy', 'Drama']",Summary: Radha (Zarina Wahab) and Sunder (Asrani) and a child (Master Jeetu)  are street singers  who earn their living singing and dancing on streets  especially in the posh area near the Taj Mahal...                    
3154,['Drama'],Summary: Heera (Girish Karnad) lives with his adopted brother Brindavan Biharilal (Mazhar Khan). While Brinda is employed with Ram Pyare Misra (Kulbhushan Kharbanda)  Heera drives his car as a ...                    
3155,"['Musical', 'Romance']",Summary: Born with a disability of not being able to talk nor hear  Hema lives with her schoolmaster dad  Chintamani  a stepmother and stepsister. Hema is ill-treated by her stepmother  who is now ...                    
3156,"['Drama', 'Family']",Summary: Police Sub-Inspector Anand is known for his honesty  diligence and bravery. He single-handedly captures and arrests notorious smuggler and gangster Jack  has him sentenced to several years ...                    
3157,"['Drama', 'Family', 'Musical']",Summary: Birju lives in a small village and likes to sing. The village zamindar's city-educated daughter  Chandrika returns to the village and is thrilled by Birju's voice. She encourages him to ...                    
3158,['Drama'],Summary: Add a Plot »
3159,"['Drama', 'Family']",Summary: Vijay Gupta lives a wealthy lifestyle in Bombay along with his businessman dad  Dwarkadas  and housewife mom  Laxmi. He is used to a comfortable  irresponsible and extravagant lifestyle ...                    
3160,['Drama'],Summary: Surendra (Om Puri)  having been exiled from his village in youth and established himself in the city  comes back to the news of his father's demise  reportedly at the hands of a phantom. He...                    
3161,['Drama'],Summary: Mehna is a beautiful village girl aspiring to be a teacher when a Vet come sin village she falls in love with him and sacrifices her dream of being a teacher to spend more time with the ...                    
3162,"['Action', 'Drama', 'Musical']",Summary: Vikram has prospered in a life of crime and lives a hedonistic  self-indulgent lifestyle. When Durga  his wife gives birth to twins  he not only repudiates the children but discards his ...                    
3163,"['Comedy', 'Drama', 'Family']",Summary: Rajoo (Naseeruddin Shah) is an honest  naive  villager with a heart of gold. When he comes to the big city  he comes across a beautiful young girl  Sunayana (Rameshwari)  who almost gets ...                    
3164,"['Action', 'Adventure', 'Crime']",Summary: In a bid to locate a missing employee  Jackson  the Central Bureau of Investigation assigns Agent Gopi to locate him. Gopi accepts this assignment and must battle women; venomous snakes; ...                    
3165,"['Musical', 'Romance']",Summary: Wealthy Shyam falls in love with poor Rani. They decide to get married but apposed by parents.
3166,['Musical'],Summary: Tere Pyar Mein is a 1979 Hindi-language Indian feature film directed by Subhash Sharma  starring Mithun Chakraborty  Sarika  Vijayendra Ghatge  Paintal  Nadira  Madan Puri and Iftekhar. The...                    
3167,"['Action', 'Drama']",Summary: Add a Plot »
3168,['Action'],Summary: Mangal Singh played by Vinod Khanna is a dreaded dacoit of the Chambal valley who mercilessly loots people and kills them and has a reward of Rs. 5000 on his head which becomes Rs.50 000. ...                    
3169,"['Action', 'Adventure', 'Comedy']",Summary: In order to take over the kingdom  Shamsher Singh and Nahar Singh kill Yuvraj Gopal Singh and his wife  Roopa. The news of these deaths shocks the Maharaj who becomes seriously ill  but ...                    
3170,"['Drama', 'Family']",Summary: Manoharlal and his wife Shanti lose their son Raja in a train accident. He is saved by an elephant and taken to a circus. A girl named Rita tries to lure Raja but fails and gets Ranjeet to kidnap him.
3171,"['Drama', 'Family', 'Musical']",Summary: A young man must deal with a broken engagement ceremony  while his to-be fiancée waits to be treated for blood cancer.
3172,['Drama'],Summary: Arvind Desai is the only son of a rich businessman who deals in luxury handicraft products. His feelings for his father are mixed. While he hates his dominating nature  he admires his power and lack of scruples.
3173,"['Action', 'Comedy', 'Crime']",Summary: Add a Plot »
3174,"['Drama', 'Romance']",Summary: Navendhu Kumar lives a poor lifestyle with his handicapped father  Mohan  housewife mom  two unmarried sisters  Leela and Rajni  a younger brother  Kundan  and a sweetheart in Meena. He ...                    
3175,"['Action', 'Comedy', 'Drama']",Summary: This is the story of a eccentric young man  Ashok (Dharmendra) who believes in doing good without worrying about the consequences. This does not find any favor with his sister-in-law Sarla ...                    
3176,"['Musical', 'Romance']",Summary: Sagar Singh is a businessman who lives in scenic Simla with his widowed mom; brother  Bipin  his wife  Urmila; sister  Prema; and brother  Kishan. When he returns from USA  he meets with ...                    
3177,"['Action', 'Drama']",Summary: In order to prevent honest Ramchandra from being elected as Mayor  Digvijay Singh alias Dharamdas sets his men upon him  his son  Ram Kumar  and his wife  all in vain  as Ramchandra wins. ...                    
3178,"['Action', 'Crime', 'Drama']",Summary: Ram Kumar Verma is an honest albeit unsuccessful Insurance Agent. His poor performance and a quick settlement for Renu and her mom gets him transferred to Madhya Pradesh. During the train ...                    
3179,"['Action', 'Crime', 'Mystery']",Summary: A young man fights spies to defend his country.
3180,"['Action', 'Crime', 'Drama']",Summary: Pran Nath lives a poor life-style with his wife and young son  Sanju. On 12Dec  Sanju's birthday  the police raid his house  find stolen jewelery that belongs to his employer  he is ...                    
3181,"['Action', 'Comedy', 'Crime']",Summary: The theft of Devi Maa's statuette jeopardizes the lives of a noble family.
3182,['Romance'],Summary: Add a Plot »
3183,"['Drama', 'Family', 'Romance']",Summary: Bijli's life crashes when her lover Raju dies tragically in an accident. She is in for a bigger shock when she meets Vicky.
3184,"['Drama', 'Family']",Summary: Samir Sahni is a farmer living with his mom  dad  wife  Rama  a young daughter  and his younger brother  Veer. Samir gets an offer to work in the U.K.  and departs accordingly. He would ...                    
3185,['Comedy'],Summary: Sharad belongs to a middle-class family and lives with his brother and sister-in-law. Sharad gets a job in Malavli in which he is not interested. He however does go for the job where he ...                    
3186,['Action'],Summary: Add a Plot »
3187,"['Drama', 'Family']",Summary: Tony's daughter Mary gets intimate with a college friend. When he refuses to marry Mary even on Tony's insistence  he is killed by mistake. Shortly after this  the police come looking for ...                    
3188,"['Comedy', 'Romance']",Summary: A new Sanskrit teacher (Dharmendra) comes to teach at a girls' school. The chemistry teacher (Hema Malini) becomes annoyed at his style of teaching. He falls in love with her and tries to win her over.
3189,"['Action', 'Crime', 'Thriller']",Summary: Don  a wanted criminal  dies in a police chase. DSP D'Silva is the only one who knows about his death  and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang.
3190,['Drama'],Summary: In order to improve their lifestyle  Lucknow based Ghulam Hussain decides to re-locate to Bombay  leaving his ailing mother and wife  Khairun  behind. He arrives in Bombay  and looks up his...                    
3191,['Romance'],Summary: A wealthy man  Amarnath  witnesses a fight between two men  and watches one kill the other. He comes to the assistant of the killer  Vijay Kumar  assists him so that he can re-establish ...                    
3192,"['Comedy', 'Drama']",Summary: Add a Plot »
3193,['Action'],Summary: Thakur Jaswant Singh rules over the region with a iron hand. He has no pity or empathy for the poor  all he is interested in is their money  their women  and alcohol. After the passing away...                    
3194,"['Action', 'Comedy']",Summary: Two boys grow up together in an orphanage and become best friends  swearing their undying brotherly devotion to each other. Unknown to them  a dark secret related to their past may hamper this bond.
3195,"['Drama', 'Romance']",Summary: Vikas and Aarti's happy life is ruined by a gruesome incident causing a psychological distance between them. Will they be able to overcome the stigma and rekindle their love?
3196,['Action'],Summary: Brash  outspoken  and aethiest Shanker lives in a small village with his son  Mohan  and his devout wife  Durga  who is expecting another child soon. Shanker and Durga are incompatible  as ...                    
3197,"['Action', 'Crime', 'Drama']",Summary: Amit is employed as a lecturer within a university and wholeheartedly loves Suman opting to get marry to her soon. Their only short-coming in life is Amit's younger brother  Raju  who they ...                    
3198,"['Comedy', 'Drama', 'Family']",Summary: Factory worker with 4 sons marries middle aged woman with 2 sons and a daughter
3199,"['Action', 'Thriller']",Summary: The story-line of the film revolves around a Crime Branch's Officer and a courageous girl from another agency  they are appointed to catch a criminal gang who leaves a trade mark at their every crime scene.
3200,"['Action', 'Drama', 'Musical']",Summary: After the murder of his wife  and his son's kidnapping  Dr. Vidya Bhushan decides to devote the rest of his life as a Poojary  living on the premises of a princely-donated temple  hoping ...                    
3201,"['Drama', 'Family']",Summary: Thakur Rajnath Singh Chouhan  an aristocrat loves dearly a former prostitute  Tulsi and wishes to marry her. His mother vehemently opposes the alliance. In a spirit of self denial  Tulsi ...                    
3202,['Drama'],Summary: Add a Plot »
3203,"['Action', 'Crime', 'Drama']",Summary: Orphaned Bijli works on a farm owned by widowed  wealthy and arrogant Avinash Rai. She has no one to call her own save and except for her pet goat  Ramu  who often comes to protect her from...                    
3204,"['Drama', 'Romance']",Summary: As an orphan on the streets in Shimla  young Sikandar (Amitabh Batchchan) has no one to care of him. For a short while he works for Mr. Ramnath  Little Kamna Ramnath (Rakhee Gulzar) gives ...                    
3205,"['Comedy', 'Drama']",Summary: Inder Sen Johar's much publicized comic look at the forcible sterilization program carried out under the orders of former Indian Prime Minsiter  Indira Gandhi  and her son  Sanjay Gandhi  ...                    
3206,"['Action', 'Crime', 'Drama']",Summary: Mahesh Chopra lives a middle-classed lifestyle with his Government-employee dad  and mom  Shanti  in Government quarters in Bombay. Here he is enrolled in an Arts college  and is in love ...                    
3207,"['Action', 'Drama']",Summary: In seeking to avenge his father's murder  a young man puts an entire village at risk of retribution.
3208,"['Drama', 'Family']",Summary: Aware that his grandson has acquired all the bad habits of a rich and spoiled brat  including womanizing and alcohol  Lala Ganpat Rai  instructs his lawyers to make it conditional that he  ...                    
3209,"['Action', 'Comedy']",Summary: Raajkumar Kakkar  a poor young man who resembles Rana Shantidas  a wealthy man  impersonates him and enjoys his credit to have all facilities. He falls in love with Shanti  a rich girl and ...                    
3210,['Action'],Summary: Add a Plot »
3211,"['Crime', 'Drama', 'Family']",Summary: Asha lives a poor lifestyle along with her widowed dad  is in love with aspiring doctor Raj Kumar  and hopes to marry him someday. When Raj announces that he is traveling abroad to study  ...                    
3212,"['Adventure', 'Drama', 'Family']",Summary: Unsuccessful film-maker (Vijay Arora) chronicles the story of two orphaned children  Shibu (Ashwani)  and his elder sister  Rani (Gayetri Sharma)  who live with their abusive maternal uncle...                    
3213,"['Action', 'Adventure', 'Crime']",Summary: On the run from the police  S.S. Kumar (Dharmendra)  a thief  comes across a private invitation to the island of Sir John Locksley (Sir Rex Harrison) addressed to Raja Bahadur Singh (Prem ...                    
3214,['Action'],Summary: Shankar is a honest  simple-minded man who works for a kind-hearted boss  Balkishan. Shankar lives with his wife  Parvati  and a young son  Bunty. Shankar intends to borrow some money from ...                    
3215,['Drama'],Summary: Add a Plot »
3216,"['Comedy', 'Drama', 'Family']",Summary: Our story has three married couples: One couple  who are happily married  are Tripathi (Sanjeev Kumar) and his wife Mary; the second couple are Geeta (Shabana Azmi) and Vinod (Vinod Mehra) ...                    
3217,['Drama'],Summary: Dr. Sunil Gupta lives a wealthy lifestyle with his wife  Aarti. Although they have been married for several years  they do not have any children. Aarti did get pregnant once  but failed to ...                    
3218,"['Drama', 'Family']",Summary: The Nath family consists of Retired Commissioner Upendra  his wife  Savitri; elder son  Madan  who is married to Maya  and they have a son  Ashoo; a second son - Surendra  who is married to...                    
3219,"['Drama', 'Family']",Summary: Gauri and Prakash are in love and get intimate. Their ways are separate  and Prakash must marry Renuka  as she meets his family's approval. Gauri gets pregnant as a result of this intimacy ...                    
3220,"['Action', 'Mystery', 'Thriller']",Summary: An honest lawyer  Vishwanath is implicated and imprisoned at the behest of powerful underworld don  GNK and his associates. After his release from prison  Vishwanath decides to seek ...                    
3221,['Action'],Summary: Sunil dutt was seeking revenge of his father death.
3222,"['Crime', 'Drama']",Summary: Aafat is the story of the unmasking of a high level gang involved in trafficking of drugs and smuggled diamonds by Amar a C.B.I. officer and Chaya  a police officer. It is the story of ...                    
3223,"['Drama', 'Romance']","Summary: Rupa (Zeenat Aman) grew up being cursed as ""unlucky"" in the village she was born in. Her mother died during childbirth. Then a kitchen accident leaves half her face disfigured. This is an ...                    "
3224,['Drama'],Summary: Retired Ram Shastri is an upper-caste Hindu Brahmin who lives in a small Indian village and has a huge family which consists of his wife  Savitri  five daughters and three sons. In order to...                    
3225,"['Action', 'Comedy', 'Drama']",Summary: Bombay-based wealthy Sagar leaves his disapproving father to get married to middle-classed Sarita  rents a flat  and drives a taxi for a living. Sarita longs to be rich  borrows ten ...                    
3226,['Romance'],Summary: Ashok Sharma lives with his mother in India  and they are a lower middle class family. Ashok gets an opportunity to travel to Switzerland for research purposes. Once there  he meets with ...                    
3227,"['Action', 'Drama', 'Family']",Summary: Simpleton and honest village farmer  Dharamchand alias Dharam is overjoyed when his wife  Radha gives birth to a baby boy who is christen with the name Raju. He comes to the rescue of three...                    
3228,"['Action', 'Drama', 'Thriller']",Summary: Deepak comes from an upper middle-class family  studies in college  and woos fellow collegian  Rita  who is also in love with him. It is time for College Students' Association Elections  ...                    
3229,"['Mystery', 'Thriller']",Summary: Ram Sinha comes from a wealthy family. His mother would like him to get married so that their family can have a heir. Ram entrust's this job to his mother  and let's her decide who he ...                    
3230,['Action'],"Summary: Kedar Miya  an ordinary Tangewala from the hutments lives by his faith and Idealism. With great efforts he makes ""Gopal"" the son of his old master  a Doctor  who is supposed to give life  ...                    "
3231,['Drama'],Summary: Bombay-based Anil Agarwal lives a very wealthy lifestyle  mostly from wealth  estate  and business inherited from his grandfather  along with his wife  Anju  and a school-going son named ...                    
3232,"['Action', 'Crime', 'Drama']",Summary: Agent Vinod is assigned the task of locating an abducted scientist.
3233,"['Drama', 'Musical']",Summary: Widowed Advocate Triloki Prasad lives a wealthy lifestyle in a small town in India with two sons  Advocate Ashok - who is married to Geeta  and Alok - who has yet to settle down in their ...                    
3234,"['Drama', 'Family']",Summary: Balraj Sahani plays a professional Artist with wife Achala Sachdev and son Manoj Kumar caught in the trap of Rehman and Shashikala who for the payment of a large Life insurance policy frame...                    
3235,"['Action', 'Adventure']",Summary: Circa the Mughal rule in Persia  Alibaba lives a poor life-style with his mother; married brother Qasim and his wife. When a princess named Marjinaa is being sold in the slave market  ...                    
3236,"['Drama', 'Family']",Summary: Dr. Deepak lives with his wealthy father  a Thakur  in a small town in India. While the Thakur would like to get Deepak to marry a woman from an equally wealthy family  he has fallen in ...                    
3237,"['Drama', 'Family']",Summary: Mr. Choudhary does not approve of his son  Arun  indulging in singing songs and music. He wants him to be a businessman like himself. Out of fear of his father finding out about his ...                    
3238,"['Drama', 'Family', 'Musical']",Summary: Delhi-based Anil Mehra decides to re-locate to Bombay. He is unsure of the location of his workplace  and takes the assistance of Radhika Sharma. She does assist him to find the location. ...                    
3239,['Drama'],Summary: Fisherwoman is illegitimate daughter of Englishman and local woman on the Konkan coast.
3240,"['Action', 'Comedy', 'Drama']",Summary: Teja's family consists of himself  his wife  Sita  his brother  Shanker  and a son  Sunder. They all live happily. Things take a turn for the worse  when Sita passes away. Teja decides to ...                    
3241,"['Action', 'Comedy', 'Crime']",Summary: A Bollywood actor goes on the run after being suspected of killing a movie producer.
3242,"['Comedy', 'Musical', 'Romance']",Summary: Add a Plot »
3243,"['Action', 'Thriller']",Summary: Rajesh Khanna plays the role of Amar an unemployed struggle in life  just because he believes in honesty. Ammar's eyes open when his mother dies in a car accident. He realizes that his ...                    
3244,"['Action', 'Thriller']",Summary: A group of people of Indian origin live on an Island which contains a tomb of Shahenshah Chandi Sona which is believed to contain jewelry  diamonds  and gold. Mayur and Rita  stage actor ...                    
3245,"['Drama', 'Family']",Summary: Add a Plot »
3246,"['Action', 'Crime', 'Romance']",Summary: Rita (Zeenat Aman) is saved from a fatal fall while skiing by a local guide called Chailla Babu (Rajesh Khanna) in Kashmir. Rita finds Chailla in multiple avatars in the course of her tour ...                    
3247,"['Action', 'Crime', 'Drama']",Summary: Reformist Bombay Police Inspector Shankar Kumar would like to try a new approach to tackle crime - make new leaves of criminals by making them change their ways. He tries this on Raja ...                    
3248,"['Action', 'Drama']",Summary: This is about a boy brought up among bandits - can he have a change of heart? It is about rule of law  humanity  sacrifice and bravery. A band of orphans come together helped by a doctor and a policeman to take revenge.
3249,['Romance'],Summary: Add a Plot »
3250,"['Action', 'Fantasy']",Summary: Movie revolves around two brothers who are separated during birth but meet as adults and form a deep friendship. Also about the challenges that test their friendship.
3251,"['Action', 'Comedy', 'Drama']",Summary: Illiterate Banke Lal lives a fairly wealthy lifestyle in a village along with his widowed mom  Laxmi. He has earned an award from the Government as well as had been interviewed on All India...                    
3252,['Action'],Summary: Add a Plot »
3253,"['Drama', 'Family', 'Romance']",Summary: Kanu  Timsi and Nisha find themselves entangled in an emotional saga  the struggle of Nisha's past  Kanu and Timsi's present and an uncertain future.
