,input,output
3247,"['Action', 'Crime', 'Drama']","title: Chor Sipahee
Story: Reformist Bombay Police Inspector Shankar Kumar would like to try a new approach to tackle crime - make new leaves of criminals by making them change their ways. He tries this on Raja Khanna alias Raja Dada  but in vain. When he comes to know his family  which consists of unmarried sister  Bharti  and an elderly and ailing mother  he decides that he must do something more to help Raja. Before he could think of anything  Raja is arrested for the murder of a police informer named Bichoo. Shankar destroys the evidence that links Raja to this murder  thus losing his job  facing criminal charges himself  and getting a jail sentence. When he comes out of jail  it is no longer the same Shankar - but one who is ready to join Raja as his criminal partner. But Raja is not the same petty criminal anymore - he has joined forces with international gangs of smugglers and may not quite be receptive to Shankar's request to join his gang. Shankar will now have to prove himself worthy of joining this ...
Suitable Actors: Shashi Kapoor|Vinod Khanna|Parveen Babi|Shabana Azmi|Ranjeet|Durga Khote|Aruna Irani|Asrani|Manju Asrani|Mac Mohan|Kader Khan|Narendra Nath|Moolchand|Om Shivpuri|"
3248,"['Action', 'Drama']","title: Daku Aur Mahatma
Story: This is about a boy brought up among bandits - can he have a change of heart? It is about rule of law  humanity  sacrifice and bravery. A band of orphans come together helped by a doctor and a policeman to take revenge.
Suitable Actors: Rajendra Kumar|Reena Roy|Kabir Bedi|"
3250,"['Action', 'Fantasy']","title: Dharam Veer
Story: The story revolves around two small kingdoms in British India. Court intrigue  murder  assassination  Royal excesses  injustice to the subjects were hallmarks of the time and find their way into the story. Princess Minakshi of one of the kingdoms hunts tigers and falls in love with warrior hunter Jwala Singh who saves her life. Jwala Singh disappears when out hunting tiger and the stage is set for the drama. The king is not aware that Minakshi married her lover  so Minakshi finds herself the Queen of a neighbouring kingdom while pregnant by Jwala Singh. Court intrigue separates one of the twin boys that she delivers. Grown up  the boys become close friends - the prince (Veer) and the ironsmith(Dharam}. One falls in love with a princess while the other with a seafaring gypsy. How Dharam wins the heart of a haughty princess and how Veer succumbs to the charm and determination of a gypsy girl is a good part of the story. The mastermind of the palace intrigue  Sujan Singh brings together ...
Suitable Actors: Dharmendra|Zeenat Aman|Jeetendra|Neetu Singh|Pran|Sheroo the Wonder Bird|Bobby Deol|Indrani Mukherjee|Jeevan|Sujit Kumar|Dev Kumar|Azaad Irani|D.K. Sapru|B.M. Vyas|"
3251,"['Action', 'Comedy', 'Drama']","title: Dildaar
Story: Illiterate Banke Lal lives a fairly wealthy lifestyle in a village along with his widowed mom  Laxmi. He has earned an award from the Government as well as had been interviewed on All India Radio as he had excelled in farming. He is in love with Parvati  the daughter of the village Sarpanch  Charandas. When Charandas refuses to permit him to wed Parvati as she is more educated  Banke vows to wed a city-bred woman who is even more qualified than Parvati. He re-locates to Bombay  and after a few weeks return home with his new bride  Lata. Shortly thereafter chaos reigns in his life when he finds out that Lata is a mentally unstable runaway bride  her to-be spouse is wealthy Advocate Shamsher Singh  and the entry of Savitri - who claims that Banke married her and that she is pregnant with his child.
Suitable Actors: Jeetendra|Rekha|Sujit Kumar|Prem Chopra|Nazneen|Keshto Mukherjee|Jeevan|Jagdeep|Deven Verma|"
3253,"['Drama', 'Family', 'Romance']","title: Doosara Aadmi
Story: Kanu decides to come out of the shadow of his illustrious father and set up an advertising agency. All is going well at home and at work for the newly weds until Kanu decides to hire the services of an ace designer Nisha (Rakhee). Nisha is the mysterious older woman with a past and Kanu is a constant reminder of her lost love. Kanu  Timsi and Nisha find themselves entangled in an emotional saga  the struggle of Nishas past. Kanu and Timsis present and now an uncertain future. DOOSARA AADMI is a film about intense relationship Love... Friendship Marriage.
Suitable Actors: Shashi Kapoor|Rishi Kapoor|Neetu Singh|Rakhee Gulzar|Deven Verma|Parikshat Sahni|Satyendra Kapoor|Gita Siddharth|Beena Banerjee|Ramesh Tiwari|Chandu|Rajan Verma|Hangama|Javed Khan|"
3254,"['Action', 'Comedy', 'Drama']","title: Amar Akbar Anthony
Story: A ex-convict must flee his mob boss  leaving his family to fend for themselves. His wife goes blind and his children are abandoned. They are adopted by a Hindu policeman  a Muslim tailor  and a Catholic priest. The Hindu-raised son becomes a policeman in his turn; his Muslim-raised brother becomes a singer; and the last son  played by Amitabh  becomes a happy-go-lucky Catholic who lives on the edge of the law. The boys meet again and their lives become entangled in an incredible plot full of unlikely coincidences and furious action sequences interspersed with songs. In the end  the grieving mother recovers her sight  the evil mob boss is punished  and the family is at last re-united.
Suitable Actors: Vinod Khanna|Rishi Kapoor|Amitabh Bachchan|Shabana Azmi|Neetu Singh|Parveen Babi|Nirupa Roy|Pran|Jeevan|Yusuf Khan|Mukri|Nasir Hussain|Kamal Kapoor|Hercules|"
3255,['Drama'],"title: Bhumika
Story: Coming from a poor and destitute family  Urvashi is encouraged by her mother  Shanta (Sualbha Deshpande) to be on more than friendly terms with a much older male  Keshav Dalvi (Amol Palekar). Keshav takes a liking to young Urvashi  and encourages her to explore her talents in films  which she does  and does gain popularity  starting as a singer  then accomplishing herself as an actress/singer. She decides to marry Keshav  only to be discouraged by her own mother  but she is strong-willed  and does marry him. She has a baby girl after the marriage  but feels stifled and oppressed with Keshav  and has affairs with her co-star Rajan (Anant Nag)  a film producer  Sunil Verma (Naseeruddin Shah)  but ends up dissatisfied. Then she meets wealthy Vinayak Kale (Amrish Puri)  and decides to settle down with him  little knowing that he is already married to another woman  and also has a son. By the time she finds out it is too late  she has already been accepted in his household  and any woman  ...
Suitable Actors: Smita Patil|Anant Nag|Naseeruddin Shah|Amrish Puri|Amol Palekar|Kulbhushan Kharbanda|Sulabha Deshpande|Baby Rukshana|B.V. Karanth|Dina Pathak|Mohan Agashe|Kusum Deshpande|Rekha Sabnis|Baby Bitto|"
3256,"['Drama', 'Family']","title: Ek Hi Raasta
Story: Atin works as sales manager for an automobile company in Bombay where he falls in love with girl Veena  daughter of a multimillionaire Mr.Chowdary.
Suitable Actors: Jeetendra|Shabana Azmi|Vinod Mehra|Indrani Mukherjee|Jagdeep|Maruti|Asha Sachdev|Utpal Dutt|Om Shivpuri|"
3257,"['Drama', 'Family', 'Musical']","title: Dulhan Wahi Jo Piya Man Bhaaye
Story: Wealthy businessman  Harkishan  lives in a palatial house  with his womanizing and alcoholic grandson  Prem. He would like Prem to get married  settle down  and look after the business  but Prem refuses to do so  unless and until he is permitted to wed his girlfriend  Rita. Harkishan reluctantly agrees and wants to set a date for the marriage. Before that could happen Harkishan's health fails and he suffers a heart attack. Fearing that he is not going to live long enough  he asks Prem to introduce him to his bride-to-be. Prem accordingly brings Rita home  where she is welcomed by everyone. Harkishan approves of her instantly  she begins to look after him  he starts to recover  and eventually ends up entrusting her with the keys to the household  as well as to the safe. What Harkishan does not know is that Rita is not who she claims to be  but is  in fact  a street florist named Kammo. Watch what happens when Kammo decides to run the lives of Harkishan and Prem on her own terms.
Suitable Actors: Rameshwari|Prem Krishan|Madan Puri|Shyamali|Iftekhar|Jagdeep|Leela Mishra|Sunder|Shivraj|Viju Khote|"
3258,"['Romance', 'Thriller']","title: Dream Girl
Story: Sapna  who works under a number of aliases  is a modern day female Robin Hood  who steals from whoever she can  so that she can maintain a home for orphans. One day she meets with wealthy and eligible bachelor  Anupam Verma  and poses as a wealthy princess. He takes her to meet his grandparents  and even lets her live in his palatial bunglow. But soon Sapna's past catches up with her  when she is recognized as Champabai  a prostitute.
Suitable Actors: Ashok Kumar|Dharmendra|Hema Malini|Prem Chopra|Lalita Pawar|Dina Pathak|Komilla Virk|Alka|Pinchoo Kapoor|S.N. Banerjee|D.K. Sapru|Praveen Paul|Birbal|Kuljeet|"
3259,"['Action', 'Drama']","title: Farishta Ya Qatil
Story: After a train crash in a desert  a convicted murderer becomes the unlikely saviour of the survivors against a bunch of opportunistic criminals.
Suitable Actors: Shashi Kapoor|Rekha|Jayshree T.|Yunus Parvez|Utpal Dutt|"
3260,"['Musical', 'Mystery', 'Thriller']","title: Haiwan
Story: Haiwan has a moral to teach. When parents become too indifferent and neglect their children  the child out of agony and attention from his parents becomes psychological case. Hate grows in his sub-conscious mental state  which lets loose slowly  the evil handcuffed in his soul. This child becomes a man of prey... a Beast  a monster Haiwan. This movie has many intresting episodes of working girls  their problems  their relations  their dreams and fear of meeting the Haiwan of their life. To name a few there is a girl Sultana who her first love with police officer. Lily  the widow of a military officer  earns her livelihood through floorshow along with her partner Rakesh. School teacher  Miss Pradhan  and her problems with her family members. Romana whose lover  a naval officer  who has gone out of India. The main character is a press reporter named Jaya. Her profession demands to probe deep into matters due to which she gets emotionally involved with the central character a retired ...
Suitable Actors: Laxmi Chhaya|Manik Dutt|Padma Khanna|Neena Mahapatra|Deb Mukherjee|Joy Mukherjee|Raja Mukherjee|Ram Mukherjee|Toy Mukherjee|Prema Narayan|Nazneen|Dharam Pal|Sunila Pradhan|Rakesh Roshan|"
3261,"['Drama', 'Romance']","title: Gharaonda
Story: This film is about a young working couple  who strive to build a home for themselves in the city of Bombay  so that they can get married. Both come from lower-middle class families and both aspire to a better future. Unfortunately  they develop different views on how to proceed  after a major setback shakes their confidence  especially in the case of the young man. Deeply involving drama does not take the easy way out.
Suitable Actors: Amol Palekar|Zarina Wahab|Sadhu Meher|Shreeram Lagoo|Jalal Agha|Dina Pathak|Preetam Baily|T.P. Jain|"
3262,"['Action', 'Crime']","title: Hatyara
Story: Daulat Singh and Bhairav Singh are bandits in India and live a violent lifestyle. Daulat is married to Shanta and has two children  Vijay and Geeta. One Diwali he accidentally kills a man  leaving behind a son and his mother almost destitute. Moved by their plight  he surrenders to the Police  is arrested  tried in Court  and sentenced to life in prison. Whatever money he earns in prison  he sends it to the widow and her son. Due to his good conduct  he is discharged after several years and returns home to his now grown-up Forest Officer son  and matured daughter. The village welcomes him back and also honors him. He meets with the local Thakur and arranges Vijay's marriage with his daughter  Gauri  who love each other. Inspector Prakash  Vijay's friend  has fallen in love with Geeta and Daulat is more than happy to get them married also. Geeta's marriage is arranged  but on that the day of the wedding  Prakash's mother recognizes Daulat as the man who killed her husband  and decides ...
Suitable Actors: Vinod Khanna|Moushumi Chatterjee|Rakesh Roshan|Pran|Nirupa Roy|Mehmood|Rajesh Khanna|Dev Kumar|Pradeep Kumar|Manmohan|Raj Kumar|Raj Mehra|Kanhaiyalal Chaturvedi|Chand Usmani|"
3263,['Family'],"title: Hira Aur Patthar
Story: A young crusader struggles to free the poor peasants from the clutches of corrupt trustees of the town. He decides to take any measures to get justice.
Suitable Actors: Ashok Kumar|Shashi Kapoor|Shabana Azmi|Asrani|Bindu|Narendra Nath|Jayshree T.|Bharat Bhushan|Chandrashekhar|Vatsala Deshmukh|Vandna Shashtri|Pinchoo Kapoor|Raj Mehra|Asit Kumar Sen|"
3264,"['Action', 'Comedy', 'Drama']","title: Hum Kisise Kum Naheen
Story: Rajesh belonged to a wealthy family his father turned all his savings from Africa into diamonds and hid it in a belt and was returning to India where he is followed by gang of smugglers he passes away due to heart attack and gives the belt to a stranger Kishorilal to give it to Rajesh.In order to escape from the smugglers Kishorilal hides the belt in a cycle tool box with initials as SK.Kishorilal and Ram Kumar had decided to marry their kids Sanjay (SK) and Sunita in childhood.But years later Kishorillal is a wealthy man and breaks his promise as Ram Kumar is still poor.Rajesh is told by Manjeet and Saudagar Singh that his diamonds are with Kishorilal and to get them back he would have to woo his daughter Sunita pretending to be as Manjeet.Sanjay starts to work as a manager for Rakesh and Sunita is about to meet him.He feels betrayal from Sunita as Rajesh entered her life and pretends to be him and both fall in love.But the truth soon comes out and Rajesh is also unaware that ...
Suitable Actors: Rishi Kapoor|Tariq|Kaajal Kiran|Amjad Khan|Om Shivpuri|Kamal Kapoor|Ravindra Kapoor|Rinku|Vimal Ahuja|Ashoo|Sushma Shreshta|Murad|Tom Alter|Master Bunty|"
3265,"['Action', 'Drama']","title: Immaan Dharam
Story: This is a story about two guys who act as mock witnesses and always hang around court to give evidence as per the requirement of the case every time. They have never believed in God but eventually they have to accept the power of God. Ahmed and Mohan Kumar Saxena are petty thieves  and con-men. They career is spent as false witnesses near the Bombay courts  where they get paid a set sum of rupees for false depositions. This changes when they meet and are influenced by Kabir Das  and decide to go straight. They find that it's virtually impossible to earn a living as honest citizens. Then Kabir Das is arrested and imprisoned by a murder he claims he did not commit  and the duo promise to help him  and find out who the real killer is  but they themselves end up getting in trouble.
Suitable Actors: Shashi Kapoor|Sanjeev Kumar|Amitabh Bachchan|Rekha|Aparna Sen|Helen|Prem Chopra|Om Shivpuri|Shreeram Lagoo|Utpal Dutt|Amrish Puri|A.K. Hangal|M.B. Shetty|Sudhir|"
3266,"['Mystery', 'Thriller']","title: Inkaar
Story: Haridas Choudhry lives a wealthy lifestyle in Bombay  India  along with his wife  Sonu  son  Guddu  and sister  Geeta. He had started his career as a lowly cobbler on a the corner of a busy street  but is now the owner of a shoe company. His associates want him to make shoes that wear out soon  but he refuses to do so  and would like to buy out National Shoes for 20 Lakh Rupees. He withdraws the money  but before he could undertake the transaction  Guddu gets kidnapped  and the demand from his abductors is for 20 Lakhs. Much to his relief he finds out that his servant's son  Bansi  has been mistakenly abducted in place of his son. Nevertheless he decides to pay the ransom  this time with the help of Inspector Amarnath Gill  his sister's estranged boyfriend  who he had turned down as he was not wealthy enough. The money is turned over to the kidnappers  two associates  Manmohan and Preeti  are arrested  Bansi is found and returned to his dad. But the money and the real abductor  Raj ...
Suitable Actors: Vinod Khanna|Vidya Sinha|Shreeram Lagoo|Sadhu Meher|Amjad Khan|M. Rajan|Lily Chakravarty|Master Rajesh|Bharat Kapoor|Raju Shrestha|Ranjita Thakur|Sheetal|Harish Magon|Shekhar Purohit|"
3267,"['Horror', 'Romance']","title: Jadu Tona
Story: Amirchand a big businessmen comes to his villages with his daughter's Varsha and Harsha.While entering the village Amirchand disrespects a village holy tree as he believes it to be superstitious.Varsha is busy with her novels while little Pinky is enjoying in the village roaming in fields and everywhere.Once she reaches an abandoned mansion where an old man asks her to open a bottle and gets possessed by ghost of Pannalal.The change in Pinky's behavior makes Amirchand take psychiatrist help from Dr Kailash.Pinky possessed by spirit of Pannalal goes on killing people behind his death.As there is no improvement in her condition villager believe its a curse for disrespecting the holy tree.
Suitable Actors: Ashok Kumar|Feroz Khan|Reena Roy|Prem Chopra|Baby Pinky|Prem Nath|Kanhaiyalal Chaturvedi|Leela Mishra|Ramesh Deo|K.N. Singh|Mukri|V.D. Puranik|Pandey|Vijaya Bhanu|"
3268,['History'],"title: Jallian Wala Bagh
Story: The whole film is a story about Jallianwala Bagh massacre in Amritsar.
Suitable Actors: Shabana Azmi|Gulzar|Vinod Khanna|Ram Mohan|Deepti Naval|Balraj Sahni|Parikshat Sahni|Om Shivpuri|"
3269,"['Action', 'Adventure', 'Drama']","title: Jai-Vijay
Story: When the rulers of Malwa  Pushpapuri and Paanchal find out that their respective kingdoms are under attack by Jung forces  they consolidate their wealth  hide it underground  surrounded by 3 statutes of Hindu Deities  hide it's location in 3 different necklaces  which are then handed over from generation to generation of their respective queens. 200 years later Shamsher Jung attacks and takes over the kingdom of Malwa  forcing Maharaj Dharampal Singh to flee and be eventually be separated from his wife  and two sons  Jay and Vejay. Years later Dharampal is still in hiding away from his wife  Jay has been brought by a bandit named Bhavani Singh  and is now known and feared as Sher Singh  while Vejay is the Senapati of none other than Malwa's Maharaj  Diler Jung  the son of Shamsher. Everyone's path will collide  albeit unknowingly  when they confront each other and race to be the first to take possession of the hidden wealth.
Suitable Actors: Jeetendra|Reena Roy|Prem Krishan|Bindiya Goswami|Om Shivpuri|Satyendra Kapoor|Urmila Bhatt|Roopesh Kumar|Kamal Kapoor|Lalita Pawar|Paintal|Brahmachari|Sheetal|Sarla Yeolekar|"
3271,"['Action', 'Adventure', 'Drama']","title: Kalabaaz
Story: Daredevil Circus trapeze artistes  Vijay and Radha  who also goes by the name of Lisa  are in love with each other. The circus is run by Radha's dad  G.D. Sapru. One day they decide to do another daredevil act without any safety net support to break their fall. As a result  Radha misses Vijay and falls down to the ground  is seriously wounded  and hospitalized. After she recovers  she is told that her face has been completely disfigured. She decides not to show her face to Vijay and goes abroad forever. Then Vijay is approached by a group of Hindu priests who want him to locate two statues of Bhagwan Shri Kishan and Devi Maa Radha through the treacherous and mountainous region between India and Burma. Vijay agrees to do so and accompanied by Mangu  Changu  Sandoz  they set out on their journey. They are met with G.D. Sapru and his niece  Tina  who looks like Radha. Vijay meets a dying Poojary  who tells him the secret location of the statues and passes away. Vijay bravely sets forth  ...
Suitable Actors: Dev Anand|Zeenat Aman|Pradeep Kumar|Sujit Kumar|Dev Kumar|Asrani|Tarun Ghosh|Hercules|A.K. Hangal|Maruti|Lalita Kumari|Ram Mohan|Mohan Sherry|Probir Roy|"
3272,"['Drama', 'Family']","title: Karm
Story: Retired Judge Shyamlal Kumar lives in a palatial home with his wife and only son  Arvind  who is now studying law and is on his way to become a lawyer  and after that a judge just like his dad. Arvind meets with beautiful Asha Shastri  both fall in love and would like to get married. Asha introduces Arvind to her astrologer dad  Chintamani  who instantly approves of Arvind; while both Shyamlal and his wife give their blessings and approval to Asha. But when Chintamani  whose predictions always prove to be accurate  sees a dark future for the young couple  withdraws his blessings and asks them not to marry each other. Spooked by this  Shyamlal and his wife also ask Arvind to marry someone else. But both Arvind and Asha believe that nothing bad will befall them  and they start living together without getting married. This raises ire in their conservative community and both are blacklisted. Asha becomes pregnant  and soon they start making plans for the new addition in the family. What ...
Suitable Actors: Rajesh Khanna|Vidya Sinha|Shabana Azmi|Asrani|Kumari Naaz|Iftekhar|Prema Narayan|Achala Sachdev|Om Shivpuri|Roopesh Kumar|Dinesh Thakur|Master Bittoo|"
3273,"['Action', 'Thriller']","title: Kasum Khoon Ki
Story: Kishan has to come up with Rs.25 000/- in less than six months in order to get his sister married to Dharamdas' son. He is told that it is virtually impossible in this time and age to come up with this amount  unless one is involved in smuggling  drugs  and robberies. Kishan decides to re-locate to Bombay  and try and earn the money. He meets with Gafoore Mistry  and together they set out to accumulate the money  trying all sorts of chores  including stunt driving for movies. Kishan then rescues a young woman named Radha from hoodlums  and learns from her that her cop brother  Laxman  is imprisoned for a murder he did not commit  and is to be hanged soon. Kishan decides to help her brother  and in order to do this  he gets himself arrested and imprisoned in the same jail as Laxman. This is where he will learn that life is not all that easy  and there are easier ways to make the 25 000 rupess he needs for the marriage of his sister.
Suitable Actors: Asrani|Prem Chopra|Tarun Ghosh|Aruna Irani|Farida Jalal|Jankidas|Jeetendra|Shakti Kapoor|Amjad Khan|Raj Kishore|Roopesh Kumar|Sujit Kumar|Murad|Sulakshana Pandit|"
3274,"['Action', 'Drama']","title: Khoon Pasina
Story: Ram alias Tiger is the local criminal don in his part of the town where he lives with his mother. His mother wants him to marry and settle down  and give up his criminal activities. Ram meets with Rekha and both are attracted to each other  and soon get married. Rekha is appalled at the way Ram leads his life  with everyone around petrified of him. She asks Ram to give up his criminal activities  and get a job. Ram agrees  but the question is will he keep to his promise or will he just pretend to be honest in front of Rekha. And on the other hand is Shera  a dacait with a good heart. Both Ram and Shera are rivals. When Shera hears of Ram attemtping to go straight  he decides to move in on Ram's territory  with results that will change their lives forever.
Suitable Actors: Amitabh Bachchan|Vinod Khanna|Rekha|Nirupa Roy|Helen|"
3275,"['Action', 'Thriller']","title: Khel Khilari Ka
Story: After watching his father  Masterji  getting killed; his sister  Laxmi  getting sexually assaulted by Sangram Singh  Dharamdas and Nandan  and then killing herself; and his younger brother  Munna  being thrown in a river  Ajit swears to avenge this during this lifetime. He starts by killing Nandan the very next day  and then absconding to Bombay  where he takes to crime with the help of Mohan. Years later Ajit has accumulated a lot of wealth through crime  is known as Rajasaab and also as Shaki Lutera. He still thirsts for revenge and does get a chance to kill the second of the three assailants  namely Dharamdas  but Sangram Singh continues to elude him. One day when his vehicle breaks down  a young man comes to fix it. Ajit notices that he has the same tattoo as his and is overjoyed to be reunited with his younger brother. Ajit does not know that the man claiming to be his brother is none other than Sangram Singh's only son  who wants to find out about Ajit's weaknesses and then ...
Suitable Actors: Dharmendra|Shabana Azmi|Dhruv|Dev Kumar|Narendra Nath|Mehmood Jr.|Komilla Virk|Ravi|Johnny Walker|Sujata Bakshi|Bharat Bhushan|Shyama|Sajjan|Hiralal|"
3276,"['Drama', 'Romance']","title: Kinara
Story: Aarti  a dancer  is grieving over the death of her lover  Chandan. She is befriended by Inder who eventually falls in love with her. But a revelation about their connected past leaves them in shock.
Suitable Actors: Jeetendra|Hema Malini|Dharmendra|Shreeram Lagoo|Keshto Mukherjee|Leela Mishra|Om Shivpuri|"
3277,['Drama'],"title: Kissaa Kursee Kaa
Story: Elections are soon to be held in Jan Gan  and the two main rivals are Bhikharimal and Garibdas  who are contesting under their symbols of a horse and a cycle. Then Meera and Gopal recruit a poor male  Gangaram  who assists his employer to sell fake herbs and medicines  including a birth-control pill 'Sanjay Sanjeevni'  to stand for elections. Armed with a tonic-shot of Netagiri; a pill for Revolution; and a needle-shot of Socialism  Gangaram competes to be the next president with a symbol of a car. Meera then bribes the two main competitors and gets them to withdraw from the race  thus ensuring an easy win for Gangaram  who is then elected President. On his very first day  Gangaram learns that it is more practical to worship his Kursee  as well as listen to it's 8 Dictums. Then he decides to live it up during the daytime  and sleep with his busty Personal Secretary  Ruby Dixsana  at night. He then sets about to woo a dumb and naive woman  ironically named Janta (Public)  and then ...
Suitable Actors: Shabana Azmi|Raj Babbar|Chaman Bagga|Utpal Dutt|Raj Kiran|Katy Mirza|Surekha Sikri|Manohar Singh|Rehana Sultan|"
3278,['Drama'],"title: Kitaab
Story: A young boy lives with his sister away from his mother to study in school. However  he is neither fond of the school nor his new home and decides to run away to be with his mother.
Suitable Actors: Uttam Kumar|Vidya Sinha|Shreeram Lagoo|Raju Shrestha|Master Tito|Lucky Ali|Pankaj|Anees|Indrani Mukherjee|Ram Mohan|Dina Pathak|Keshto Mukherjee|Asit Kumar Sen|T.P. Jain|"
3279,"['Action', 'Crime', 'Drama']","title: Kotwal Saab
Story: Bharat Prasad Sharma lives a middle-class lifestyle along with his brother in a small town in India. His brother falls in love with Saraswati and both get intimate. Then Saraswati gets pregnant and both get married. Bharat does not approve of Saraswati and breaks off all relations  even dividing the house into two. Now Bharat is the Deputy Superintendent of Police and is assigned to take charge of a Police Station in a small town that is being ruled by a criminal don and soon-to-be Member of the Legislative Assembly  Dharam Kohli. Immediately upon his arrival he dramatically suspends Inspector Thakur  and arrests Dharam - only to release him due to medical reasons. A frustrated Bharat volunteers to go under cover and expose Dharam. He rents a room with John Fernandes  falls in love with co-tenant  Prabha  and marries her. With Prabha and John's help he gathers enough evidence to arrest Dharam little knowing that Prabha has a secret she kept from him - namely that she was in love with ...
Suitable Actors: Shatrughan Sinha|Aparna Sen|Sudhir|Raza Murad|David Abraham|Utpal Dutt|Asrani|Kanu Roy|Amol Sen|Jerry|Mridula Rani|Siddharth|Anand Pal|Masterji|"
3280,"['Action', 'Crime', 'Thriller']","title: Maha Badmaash
Story: Ratan runs a legitimate casino  little knowing that he is under surveillance by an international gangster named Mogambha  who is unseen  but heard only. When Ratan is approached and asked to partner with Mogambha  he refuses  and is implicated in a murder of a man named Mombha. Thus entrapped  he agrees to be part of Mogambha's gang and is asked to work together with Pinky Nathani and Mike. Subsequently  Ratan is asked to kill Ajit Saxena  the Commissioner of Police  which he refuses to do. Mogambho's men then abduct his Secretary  Reddy  and his sister  Mala  and hold them for ransom until such time Ratan assassinates Ajit. Will Ratan commit this felony  or refuse at the risk of losing Reddy and Mala.
Suitable Actors: Vinod Khanna|Neetu Singh|"
3281,"['Comedy', 'Drama', 'Family']","title: Mama Bhanja
Story: A dying mother leaves her orphan son to her only brother who brings up his nephew with love and care. The nephew grows up with a lot of values. One day the Uncle strikes it rich and is then hounded by a woman who seduces him for his money. This is see by the nephew but the Uncle does not understand. Now starts the job of the nephew to get this woman out of his uncles's life and show his uncle what she really is.
Suitable Actors: Shammi Kapoor|Randhir Kapoor|Parveen Babi|Asha Sachdev|Nadira|Raj Kishore|Ram Mohan|Lalita Pawar|Hari Shivdasani|Moolchand|Jagdish Raj|Ghanshyam Rohera|Master Sailesh|Randhir|"
3282,"['Crime', 'Drama', 'Romance']","title: Mukti
Story: Kailash Sharma is found guilty of sexually molesting Shanno and killing Dheeraj Kumar Verma  and sentenced to be hanged by the Jammu & Kashmir Sessions Court. After his appeals at both High and Supreme Courts fail  he asks his wife  Seema  to take their daughter  Pinky  and re-locate elsewhere. Seema and Pinky re-locate to Bombay where she takes up sewing to make a living. She befriends their neighbor  Ratan  and both get married. 14 years later Pinky has grown up and has a boyfriend  Vikram  who she wants to marry. Meanwhile  Kailash  who is still alive as his sentence was changed to life imprisonment  arrives in Bombay to look for his family. After sometime he does find them but decides not to interfere in their lives as they appear to be happy. But when Seema finds out she goes to meet him secretly - a visit that will set off a chain of events that will end up drastically changing their lives forever.
Suitable Actors: Shashi Kapoor|Sanjeev Kumar|Vidya Sinha|Deven Verma|Master Bittoo|Bindiya Goswami|A.K. Hangal|Anju Mahendru|Kader Khan|Dev Kumar|D.K. Sapru|Murad|Brahm Bhardwaj|Pinchoo Kapoor|"
3283,"['Action', 'Crime', 'Drama']","title: Paapi
Story: As a child  Rano is separated from her family; her parents long dead  her elder sister raped and murdered  and her brother mistakenly believed to have died on that same terrible night. Rano is raised by a smuggler and grows up to be a thief. Her life of crime leads her to Dr. Ashok Roy  who believes patience and love can cure criminals. But Detective Raj Kumar is also on Rano's trail  and he believes in merciless justice. But what neither realizes is that he is also her long lost brother...
Suitable Actors: Sunil Dutt|Sanjeev Kumar|Zeenat Aman|Reena Roy|Prem Chopra|Padma Khanna|Madan Puri|Iftekhar|Durga Khote|Jagdish Raj|Jatin|Appi Umrani|Moolchand|Dhanraj|"
3284,"['Drama', 'Family']","title: Paheli
Story: Brij Mohan leaves his village home and settles down in Bombay  India. His mother refuses to go with him and remains alone in their palatial home. Brij gets married  his wife gives birth and shortly thereafter tragically passes away. Years later  Brij is now an established businessman  his son  Montu  is studying in the final year in school. He asks Montu to visit his grandma  and he reluctantly agrees to do so on the condition that his friends also accompany him. Upon arrival in the village  the group is besotted with nothing but problems  and his friends decide to return back  leaving Montu alone with his grandma. Montu strikes up a friendship with a precocious village girl named Gauri  who is an orphan  living with her cruel aunt  and two equally cruel cousin sisters. Montu and Gauri's friendship blossoms and they meet each other regularly  & Montu does not find village life as boring as he had expected. He also meets with a struggling farmer named Balram  his mother  and his ...
Suitable Actors: Satyajeet|Nameeta Chandra|Abka Chuliya|Arun Govil|Durga Khote|A.K. Hangal|Leela Mishra|Dina Pathak|"
3285,"['Drama', 'Family']","title: Palkon Ki Chhaon Mein
Story: Ravi (Rajesh Khanna) accidentally lands a job as postman in a remote village after being an unemployed college graduate for some Time. He meets a variety of people as he fits into rural life  including Mohini (Hema Malini). He mistakes her affection for something more  and falls in love  while she is still waiting for a somewhat philandering Army officer with whom she has had a fling with when his battalion is training near her village. Ravi withdraws into himself when he finds out about her fling  and tries to help her locate her love when war breaks out. He brings her news of her lover's death  and there are misunderstandings which cause anguish - eventually leading to a compromise and a happy ending. A couple of lilting melodies from Laxmikant Pyarelal compliment this film - Allah megh de  Dakhiya Dakh Laya  and Koi mere mathe pe bindiya . - it is somewhat of an extension of Khushboo  with some of the theatrical roles reversed. Sarat Chandra Chatterjee was known for poignancy in ...
Suitable Actors: Rajesh Khanna|Hema Malini|Asrani|Farida Jalal|Kanhaiyalal Chaturvedi|Leela Mishra|Raju Shrestha|Sharma|Pratima Devi|Dhumal|Shahid Bijnori|Sunder|Amjad Khan|Jeetendra|"
